County,Date,average_percent_change_from_baseline,New Cases
Pinellas County,44151,-15.5,215
Pinellas County,44152,-14.833333333333334,237
Pinellas County,44153,-14.833333333333334,271
Pinellas County,44154,-16.166666666666668,282
Pinellas County,44155,-16.0,315
Pinellas County,44156,-17.333333333333332,260
Pinellas County,44157,-12.166666666666666,252
Pinellas County,44158,-13.666666666666666,326
Pinellas County,44159,-9.333333333333334,337
Pinellas County,44160,-5.0,360
Pinellas County,44161,-37.666666666666664,235
Pinellas County,44162,-19.0,226
Pinellas County,44163,-15.666666666666666,185
Pinellas County,44164,-13.333333333333334,254
Pinellas County,44165,-20.5,192
Pinellas County,44166,-18.833333333333332,250
Pinellas County,44167,-18.333333333333332,367
Pinellas County,44168,-14.833333333333334,293
Pinellas County,44169,-17.5,440
Pinellas County,44170,-15.0,301
Pinellas County,44171,-14.833333333333334,300
Pinellas County,44172,-21.333333333333332,262
Pinellas County,44173,-19.166666666666668,370
Pinellas County,44174,-16.5,545
Pinellas County,44175,-14.833333333333334,539
Pinellas County,44176,-16.0,434
Pinellas County,44177,-13.333333333333334,375
Pinellas County,44178,-10.833333333333334,363
Pinellas County,44179,-19.333333333333332,344
Pinellas County,44180,-15.333333333333334,321
Pinellas County,44181,-21.833333333333332,545
Pinellas County,44182,-15.833333333333334,518
Pinellas County,44183,-18.0,457
Pinellas County,44184,-13.166666666666666,262
Pinellas County,44185,-23.166666666666668,415
Pinellas County,44186,-9.666666666666666,299
Pinellas County,44187,-8.5,376
Pinellas County,44188,-2.0,528
Pinellas County,44189,-12.833333333333334,522
Pinellas County,44190,-49.833333333333336,256
Pinellas County,44191,-26.166666666666668,226
Pinellas County,44192,-14.166666666666666,279
Pinellas County,44193,-11.5,403
Pinellas County,44194,-7.833333333333333,390
Pinellas County,44195,-4.166666666666667,727
Pinellas County,44196,-1.6666666666666667,899
Pinellas County,44197,-22.333333333333332,422
Pinellas County,44198,-15.5,560
Pinellas County,44199,-20.666666666666668,343
Pinellas County,44200,-16.666666666666668,524
Pinellas County,44201,-16.5,556
Pinellas County,44202,-15.833333333333334,745
Pinellas County,44203,-17.333333333333332,789
Pinellas County,44204,-20.333333333333332,721
Polk County,43907,0.5,1
Polk County,43908,-3.5,1
Polk County,43909,-6.0,2
Polk County,43910,-8.666666666666666,6
Polk County,43911,-13.666666666666666,1
Polk County,43913,-15.166666666666666,3
Polk County,43914,-15.166666666666666,2
Polk County,43915,-16.333333333333332,3
Polk County,43916,-17.0,8
Polk County,43917,-19.666666666666668,8
Polk County,43918,-23.333333333333332,5
Polk County,43919,-24.333333333333332,10
Polk County,43920,-19.666666666666668,21
Polk County,43921,-18.666666666666668,7
Polk County,43922,-12.833333333333334,17
Polk County,43923,-15.666666666666666,20
Polk County,43924,-24.333333333333332,27
Polk County,43925,-29.333333333333332,7
Polk County,43926,-34.5,19
Polk County,43927,-24.0,19
Polk County,43928,-23.333333333333332,13
Polk County,43929,-23.5,12
Polk County,43930,-23.0,25
Polk County,43931,-25.666666666666668,6
Polk County,43932,-26.166666666666668,6
Polk County,43933,-38.166666666666664,11
Polk County,43934,-24.166666666666668,16
Polk County,43935,-23.666666666666668,7
Polk County,43936,-21.166666666666668,13
Polk County,43937,-25.166666666666668,17
Polk County,43938,-24.5,9
Polk County,43939,-27.833333333333332,5
Polk County,43940,-25.5,7
Polk County,43941,-25.0,22
Polk County,43942,-21.5,8
Polk County,43943,-20.833333333333332,11
Polk County,43944,-21.333333333333332,14
Polk County,43945,-31.0,16
Polk County,43946,-23.166666666666668,10
Polk County,43947,-24.333333333333332,28
Polk County,43948,-18.666666666666668,16
Polk County,43949,-19.0,9
Polk County,43950,-18.0,16
Polk County,43951,-21.0,15
Polk County,43952,-16.0,13
Polk County,43953,-17.5,14
Polk County,43954,-17.166666666666668,9
Polk County,43955,-14.833333333333334,13
Polk County,43956,-13.166666666666666,17
Polk County,43957,-15.166666666666666,25
Polk County,43958,-14.0,13
Polk County,43959,-14.833333333333334,18
Polk County,43960,-14.166666666666666,14
Polk County,43961,-17.833333333333332,16
Polk County,43962,-14.5,20
Polk County,43963,-13.166666666666666,25
Polk County,43964,-13.333333333333334,11
Polk County,43965,-13.833333333333334,15
Polk County,43966,-15.833333333333334,9
Polk County,43967,-15.5,16
Polk County,43968,-15.666666666666666,8
Polk County,43969,-16.166666666666668,17
Polk County,43970,-11.166666666666666,16
Polk County,43971,-11.0,36
Polk County,43972,-14.333333333333334,18
Polk County,43973,-12.666666666666666,18
Polk County,43974,-13.833333333333334,8
Polk County,43975,-16.333333333333332,14
Polk County,43976,-28.0,15
Polk County,43977,-11.0,17
Polk County,43978,-11.833333333333334,29
Polk County,43979,-15.166666666666666,40
Polk County,43980,-13.333333333333334,19
Polk County,43981,-12.0,24
Polk County,43982,-10.5,17
Polk County,43983,-12.166666666666666,15
Polk County,43984,-11.166666666666666,23
Polk County,43985,-12.333333333333334,21
Polk County,43986,-17.166666666666668,27
Polk County,43987,-15.5,23
Polk County,43988,-19.333333333333332,28
Polk County,43989,-13.666666666666666,27
Polk County,43990,-11.333333333333334,36
Polk County,43991,-12.166666666666666,48
Polk County,43992,-13.0,43
Polk County,43993,-10.666666666666666,37
Polk County,43994,-10.833333333333334,44
Polk County,43995,-12.166666666666666,47
Polk County,43996,-10.5,51
Polk County,43997,-9.666666666666666,53
Polk County,43998,-8.5,69
Polk County,43999,-8.833333333333334,51
Polk County,44000,-10.0,118
Polk County,44001,-12.833333333333334,121
Polk County,44002,-7.666666666666667,120
Polk County,44003,-9.166666666666666,184
Polk County,44004,-12.333333333333334,65
Polk County,44005,-11.666666666666666,177
Polk County,44006,-10.166666666666666,113
Polk County,44007,-11.666666666666666,215
Polk County,44008,-13.166666666666666,468
Polk County,44009,-11.5,260
Polk County,44010,-10.333333333333334,194
Polk County,44011,-12.166666666666666,145
Polk County,44012,-10.833333333333334,219
Polk County,44013,-11.666666666666666,277
Polk County,44014,-9.333333333333334,336
Polk County,44015,-13.833333333333334,253
Polk County,44016,-20.833333333333332,297
Polk County,44017,-18.0,288
Polk County,44018,-15.5,193
Polk County,44019,-13.666666666666666,237
Polk County,44020,-13.333333333333334,307
Polk County,44021,-12.166666666666666,411
Polk County,44022,-15.666666666666666,371
Polk County,44023,-14.833333333333334,259
Polk County,44024,-12.166666666666666,395
Polk County,44025,-13.666666666666666,254
Polk County,44026,-14.0,331
Polk County,44027,-16.0,299
Polk County,44028,-12.333333333333334,279
Polk County,44029,-15.333333333333334,258
Polk County,44030,-13.666666666666666,514
Polk County,44031,-12.333333333333334,351
Polk County,44032,-12.666666666666666,192
Polk County,44033,-11.666666666666666,235
Polk County,44034,-15.333333333333334,248
Polk County,44035,-15.833333333333334,355
Polk County,44036,-14.166666666666666,292
Polk County,44037,-12.333333333333334,223
Polk County,44038,-12.833333333333334,291
Polk County,44039,-16.333333333333332,177
Polk County,44040,-14.333333333333334,164
Polk County,44041,-13.0,222
Polk County,44042,-10.666666666666666,203
Polk County,44043,-12.333333333333334,247
Polk County,44044,-10.666666666666666,259
Polk County,44045,-18.166666666666668,149
Polk County,44046,-10.666666666666666,95
Polk County,44047,-12.666666666666666,180
Polk County,44048,-12.5,232
Polk County,44049,-11.333333333333334,189
Polk County,44050,-15.0,284
Polk County,44051,-10.5,179
Polk County,44052,-13.333333333333334,174
Polk County,44053,-12.833333333333334,181
Polk County,44054,-13.333333333333334,157
Polk County,44055,-13.666666666666666,183
Polk County,44056,-13.666666666666666,115
Polk County,44057,-13.5,203
Polk County,44058,-12.333333333333334,123
Polk County,44059,-13.333333333333334,76
Polk County,44060,-14.833333333333334,103
Polk County,44061,-12.833333333333334,120
Polk County,44062,-12.666666666666666,159
Polk County,44063,-14.5,123
Polk County,44064,-16.333333333333332,138
Polk County,44065,-15.333333333333334,97
Polk County,44066,-13.333333333333334,71
Polk County,44067,-14.666666666666666,64
Polk County,44068,-13.333333333333334,109
Polk County,44069,-14.5,80
Polk County,44070,-14.333333333333334,125
Polk County,44071,-14.5,103
Polk County,44072,-14.5,96
Polk County,44073,-18.0,116
Polk County,44074,-15.333333333333334,145
Polk County,44075,-10.833333333333334,117
Polk County,44076,-12.0,131
Polk County,44077,-10.333333333333334,156
Polk County,44078,-12.5,133
Polk County,44079,-10.833333333333334,88
Polk County,44080,-12.0,67
Polk County,44081,-21.833333333333332,68
Polk County,44082,-11.666666666666666,88
Polk County,44083,-13.666666666666666,96
Polk County,44084,-14.0,112
Polk County,44085,-14.666666666666666,106
Polk County,44086,-13.833333333333334,135
Polk County,44087,-15.833333333333334,52
Polk County,44088,-12.666666666666666,84
Polk County,44089,-10.5,61
Polk County,44090,-12.0,110
Polk County,44091,-12.833333333333334,134
Polk County,44092,-13.166666666666666,121
Polk County,44093,-9.833333333333334,94
Polk County,44094,-15.0,107
Polk County,44095,-10.666666666666666,94
Polk County,44096,-12.333333333333334,117
Polk County,44097,-12.5,99
Polk County,44098,-13.833333333333334,92
Polk County,44099,-14.666666666666666,128
Polk County,44100,-11.333333333333334,82
Polk County,44101,-12.5,41
Polk County,44102,-15.833333333333334,88
Polk County,44103,-16.333333333333332,75
Polk County,44104,-11.833333333333334,111
Polk County,44105,-11.333333333333334,99
Polk County,44106,-12.5,133
Polk County,44107,-11.5,75
Polk County,44108,-16.333333333333332,82
Polk County,44109,-12.0,84
Polk County,44110,-12.166666666666666,92
Polk County,44111,-12.0,127
Polk County,44112,-12.833333333333334,119
Polk County,44113,-13.0,61
Polk County,44114,-9.666666666666666,123
Polk County,44115,-11.833333333333334,40
Polk County,44116,-11.5,125
Polk County,44117,-11.166666666666666,80
Polk County,44118,-11.0,105
Polk County,44119,-12.333333333333334,115
Polk County,44120,-13.166666666666666,144
Polk County,44121,-8.666666666666666,67
Polk County,44122,-10.666666666666666,57
Polk County,44123,-14.5,140
Polk County,44124,-13.5,81
Polk County,44125,-12.0,193
Polk County,44126,-12.333333333333334,81
Polk County,44127,-13.5,147
Polk County,44128,-6.333333333333333,61
Polk County,44129,-10.0,94
Polk County,44130,-10.333333333333334,127
Polk County,44131,-10.666666666666666,88
Polk County,44132,-10.0,121
Polk County,44133,-9.833333333333334,132
Polk County,44134,-9.833333333333334,70
Polk County,44135,-6.666666666666667,184
Polk County,44136,-11.0,46
Polk County,44137,-9.333333333333334,121
Polk County,44138,-4.833333333333333,92
Polk County,44139,-12.666666666666666,144
Polk County,44140,-12.166666666666666,118
Polk County,44141,-13.166666666666666,88
Polk County,44142,-11.666666666666666,163
Polk County,44143,-13.833333333333334,98
Polk County,44144,-15.666666666666666,210
Polk County,44145,-11.833333333333334,220
Polk County,44146,-19.0,169
Polk County,44147,-20.333333333333332,110
Polk County,44148,-13.666666666666666,81
Polk County,44149,-9.166666666666666,235
Polk County,44150,-10.666666666666666,132
Polk County,44151,-11.166666666666666,154
Polk County,44152,-9.833333333333334,167
Polk County,44153,-11.0,197
Polk County,44154,-11.833333333333334,194
Polk County,44155,-13.0,171
Polk County,44156,-10.833333333333334,93
Polk County,44157,-9.666666666666666,151
Polk County,44158,-9.166666666666666,185
Polk County,44159,-7.0,141
Polk County,44160,-2.5,208
Polk County,44161,-37.333333333333336,106
Polk County,44162,-19.666666666666668,154
Polk County,44163,-12.0,174
Polk County,44164,-11.0,129
Polk County,44165,-12.5,211
Polk County,44166,-9.833333333333334,278
Polk County,44167,-11.666666666666666,300
Polk County,44168,-10.166666666666666,242
Polk County,44169,-9.333333333333334,284
Polk County,44170,-1.0,213
Polk County,44171,-6.333333333333333,225
Polk County,44172,-11.166666666666666,199
Polk County,44173,-11.0,211
Polk County,44174,-11.0,425
Polk County,44175,-11.166666666666666,268
Polk County,44176,-11.666666666666666,341
Polk County,44177,-5.833333333333333,205
Polk County,44178,-5.833333333333333,216
Polk County,44179,-11.666666666666666,283
Polk County,44180,-8.833333333333334,326
Polk County,44181,-12.0,431
Polk County,44182,-9.833333333333334,388
Polk County,44183,-11.5,327
Polk County,44184,-6.833333333333333,244
Polk County,44185,-9.0,356
Polk County,44186,-5.833333333333333,293
Polk County,44187,-4.833333333333333,319
Polk County,44188,0.16666666666666666,500
Polk County,44189,-7.5,385
Polk County,44190,-45.5,171
Polk County,44191,-18.333333333333332,255
Polk County,44192,-11.333333333333334,286
Polk County,44193,-9.166666666666666,307
Polk County,44194,-7.666666666666667,537
Polk County,44195,-5.333333333333333,630
Polk County,44196,-3.6666666666666665,648
Polk County,44197,-27.833333333333332,368
Polk County,44198,-12.0,426
Polk County,44199,-13.833333333333334,425
Polk County,44200,-8.833333333333334,473
Polk County,44201,-9.166666666666666,620
Polk County,44202,-11.166666666666666,618
Polk County,44203,-12.0,639
Polk County,44204,-13.333333333333334,426
Santa Rosa County,43959,-0.3333333333333333,10
Santa Rosa County,44190,-43.833333333333336,87
Sarasota County,43903,1.8333333333333333,2
Sarasota County,43906,0.8333333333333334,2
Sarasota County,43909,-8.666666666666666,2
Sarasota County,43910,-11.166666666666666,2
Sarasota County,43911,-24.166666666666668,8
Sarasota County,43912,-26.833333333333332,5
Sarasota County,43913,-24.5,3
Sarasota County,43914,-25.666666666666668,2
Sarasota County,43915,-26.833333333333332,7
Sarasota County,43916,-27.833333333333332,3
Sarasota County,43917,-29.5,13
Sarasota County,43918,-32.666666666666664,2
Sarasota County,43919,-32.833333333333336,10
Sarasota County,43920,-29.833333333333332,11
Sarasota County,43921,-29.5,10
Sarasota County,43922,-26.833333333333332,19
Sarasota County,43923,-27.833333333333332,17
Sarasota County,43924,-36.166666666666664,8
Sarasota County,43925,-38.166666666666664,9
Sarasota County,43926,-42.833333333333336,6
Sarasota County,43927,-34.333333333333336,27
Sarasota County,43928,-33.166666666666664,10
Sarasota County,43929,-32.833333333333336,10
Sarasota County,43930,-32.666666666666664,17
Sarasota County,43931,-34.5,10
Sarasota County,43932,-34.666666666666664,8
Sarasota County,43933,-47.166666666666664,9
Sarasota County,43934,-35.333333333333336,2
Sarasota County,43935,-34.5,14
Sarasota County,43936,-33.833333333333336,7
Sarasota County,43937,-36.333333333333336,14
Sarasota County,43938,-34.0,9
Sarasota County,43939,-37.166666666666664,3
Sarasota County,43940,-35.0,5
Sarasota County,43941,-37.333333333333336,11
Sarasota County,43942,-30.666666666666668,3
Sarasota County,43943,-30.833333333333332,5
Sarasota County,43944,-32.0,11
Sarasota County,43945,-43.166666666666664,2
Sarasota County,43946,-35.166666666666664,7
Sarasota County,43947,-35.166666666666664,4
Sarasota County,43948,-25.666666666666668,9
Sarasota County,43949,-28.166666666666668,7
Sarasota County,43950,-27.5,11
Sarasota County,43951,-33.5,13
Sarasota County,43952,-25.666666666666668,7
Sarasota County,43953,-26.166666666666668,3
Sarasota County,43954,-24.166666666666668,10
Sarasota County,43955,-21.833333333333332,7
Sarasota County,43956,-20.833333333333332,9
Sarasota County,43957,-21.666666666666668,7
Sarasota County,43958,-20.166666666666668,4
Sarasota County,43959,-18.666666666666668,4
Sarasota County,43960,-15.333333333333334,7
Sarasota County,43961,-24.833333333333332,7
Sarasota County,43962,-19.5,2
Sarasota County,43963,-18.5,5
Sarasota County,43964,-19.0,41
Sarasota County,43965,-20.833333333333332,17
Sarasota County,43966,-26.833333333333332,3
Sarasota County,43967,-19.0,10
Sarasota County,43968,-15.166666666666666,16
Sarasota County,43969,-29.5,14
Sarasota County,43970,-18.5,5
Sarasota County,43971,-17.0,11
Sarasota County,43972,-16.666666666666668,8
Sarasota County,43973,-19.0,11
Sarasota County,43974,-14.833333333333334,10
Sarasota County,43975,-17.666666666666668,3
Sarasota County,43976,-32.5,7
Sarasota County,43977,-17.833333333333332,2
Sarasota County,43978,-16.833333333333332,13
Sarasota County,43979,-17.333333333333332,12
Sarasota County,43980,-18.166666666666668,3
Sarasota County,43981,-14.833333333333334,7
Sarasota County,43982,-12.5,3
Sarasota County,43983,-19.666666666666668,8
Sarasota County,43984,-17.333333333333332,5
Sarasota County,43985,-25.666666666666668,4
Sarasota County,43986,-26.0,9
Sarasota County,43987,-23.5,9
Sarasota County,43988,-29.666666666666668,11
Sarasota County,43989,-21.0,2
Sarasota County,43990,-16.833333333333332,10
Sarasota County,43991,-16.166666666666668,10
Sarasota County,43992,-16.666666666666668,10
Sarasota County,43993,-19.5,11
Sarasota County,43994,-12.5,16
Sarasota County,43995,-15.0,20
Sarasota County,43996,-11.166666666666666,14
Sarasota County,43997,-13.333333333333334,12
Sarasota County,43998,-12.333333333333334,15
Sarasota County,43999,-12.833333333333334,22
Sarasota County,44000,-14.666666666666666,39
Sarasota County,44001,-16.5,42
Sarasota County,44002,-9.333333333333334,45
Sarasota County,44003,-8.666666666666666,33
Sarasota County,44004,-16.333333333333332,43
Sarasota County,44005,-14.5,59
Sarasota County,44006,-14.666666666666666,50
Sarasota County,44007,-15.666666666666666,104
Sarasota County,44008,-19.0,96
Sarasota County,44009,-15.333333333333334,60
Sarasota County,44010,-16.333333333333332,47
Sarasota County,44011,-19.0,34
Sarasota County,44012,-18.0,113
Sarasota County,44013,-18.0,99
Sarasota County,44014,-15.833333333333334,105
Sarasota County,44015,-15.0,243
Sarasota County,44016,-22.333333333333332,96
Sarasota County,44017,-23.333333333333332,32
Sarasota County,44018,-20.833333333333332,64
Sarasota County,44019,-19.833333333333332,88
Sarasota County,44020,-18.833333333333332,96
Sarasota County,44021,-19.333333333333332,118
Sarasota County,44022,-21.166666666666668,97
Sarasota County,44023,-19.166666666666668,462
Sarasota County,44024,-19.166666666666668,108
Sarasota County,44025,-21.333333333333332,106
Sarasota County,44026,-20.5,111
Sarasota County,44027,-22.333333333333332,284
Sarasota County,44028,-22.166666666666668,142
Sarasota County,44029,-25.0,164
Sarasota County,44030,-19.166666666666668,179
Sarasota County,44031,-20.0,97
Sarasota County,44032,-22.166666666666668,82
Sarasota County,44033,-23.0,123
Sarasota County,44034,-22.5,75
Sarasota County,44035,-27.5,196
Sarasota County,44036,-22.666666666666668,163
Sarasota County,44037,-20.333333333333332,91
Sarasota County,44038,-19.166666666666668,65
Sarasota County,44039,-21.5,94
Sarasota County,44040,-22.0,66
Sarasota County,44041,-22.666666666666668,101
Sarasota County,44042,-20.5,138
Sarasota County,44043,-21.5,91
Sarasota County,44044,-19.333333333333332,53
Sarasota County,44045,-24.666666666666668,84
Sarasota County,44046,-21.833333333333332,45
Sarasota County,44047,-22.666666666666668,82
Sarasota County,44048,-23.0,87
Sarasota County,44049,-21.333333333333332,69
Sarasota County,44050,-21.5,77
Sarasota County,44051,-18.5,68
Sarasota County,44052,-22.666666666666668,26
Sarasota County,44053,-23.833333333333332,68
Sarasota County,44054,-25.5,85
Sarasota County,44055,-23.0,85
Sarasota County,44056,-24.5,117
Sarasota County,44057,-22.333333333333332,44
Sarasota County,44058,-19.833333333333332,42
Sarasota County,44059,-21.833333333333332,43
Sarasota County,44081,-29.0,23
Sarasota County,44085,-26.333333333333332,45
Sarasota County,44086,-24.166666666666668,37
Sarasota County,44087,-39.166666666666664,30
Sarasota County,44088,-28.333333333333332,36
Sarasota County,44089,-26.166666666666668,33
Sarasota County,44090,-24.666666666666668,46
Sarasota County,44091,-24.5,42
Sarasota County,44092,-25.5,52
Sarasota County,44093,-19.333333333333332,28
Sarasota County,44094,-27.166666666666668,26
Sarasota County,44095,-24.166666666666668,17
Sarasota County,44096,-23.666666666666668,33
Sarasota County,44097,-24.166666666666668,56
Sarasota County,44098,-24.333333333333332,56
Sarasota County,44099,-25.0,45
Sarasota County,44100,-21.666666666666668,32
Sarasota County,44101,-24.833333333333332,12
Sarasota County,44102,-26.333333333333332,25
Sarasota County,44103,-28.333333333333332,20
Sarasota County,44104,-25.166666666666668,46
Sarasota County,44105,-24.333333333333332,33
Sarasota County,44106,-24.166666666666668,56
Sarasota County,44107,-25.5,16
Sarasota County,44108,-33.0,32
Sarasota County,44109,-26.166666666666668,36
Sarasota County,44110,-24.5,48
Sarasota County,44111,-24.5,58
Sarasota County,44112,-23.666666666666668,46
Sarasota County,44113,-24.0,23
Sarasota County,44114,-21.833333333333332,69
Sarasota County,44115,-25.166666666666668,44
Sarasota County,44116,-24.666666666666668,52
Sarasota County,44117,-23.333333333333332,58
Sarasota County,44118,-23.0,55
Sarasota County,44119,-22.666666666666668,70
Sarasota County,44120,-24.0,57
Sarasota County,44121,-19.833333333333332,50
Sarasota County,44122,-22.666666666666668,38
Sarasota County,44123,-24.333333333333332,63
Sarasota County,44124,-24.5,41
Sarasota County,44125,-25.166666666666668,74
Sarasota County,44126,-22.833333333333332,52
Sarasota County,44127,-23.0,63
Sarasota County,44128,-20.166666666666668,55
Sarasota County,44129,-23.666666666666668,34
Sarasota County,44130,-25.333333333333332,85
Sarasota County,44131,-21.5,47
Sarasota County,44132,-21.833333333333332,87
Sarasota County,44133,-21.666666666666668,60
Sarasota County,44134,-22.0,44
Sarasota County,44135,-20.166666666666668,161
Sarasota County,44136,-24.333333333333332,56
Sarasota County,44137,-24.5,59
Sarasota County,44138,-21.166666666666668,65
Sarasota County,44139,-24.833333333333332,97
Sarasota County,44140,-24.666666666666668,62
Sarasota County,44141,-24.166666666666668,63
Sarasota County,44142,-24.0,114
Sarasota County,44143,-31.833333333333332,52
Sarasota County,44144,-33.666666666666664,50
Sarasota County,44145,-28.833333333333332,275
Sarasota County,44146,-43.333333333333336,47
Sarasota County,44147,-26.333333333333332,100
Sarasota County,44148,-23.833333333333332,63
Sarasota County,44149,-22.0,182
Sarasota County,44150,-23.5,76
Sarasota County,44151,-24.333333333333332,260
Sarasota County,44152,-23.166666666666668,90
Sarasota County,44153,-24.666666666666668,282
Sarasota County,44154,-25.0,219
Sarasota County,44155,-24.166666666666668,193
Sarasota County,44156,-25.0,102
Sarasota County,44157,-24.5,142
Sarasota County,44158,-22.0,191
Sarasota County,44159,-19.833333333333332,169
Sarasota County,44160,-18.0,305
Sarasota County,44161,-47.666666666666664,148
Sarasota County,44162,-28.5,82
Sarasota County,44163,-24.833333333333332,191
Sarasota County,44164,-25.833333333333332,110
Sarasota County,44165,-29.333333333333332,161
Sarasota County,44166,-25.666666666666668,176
Sarasota County,44167,-25.333333333333332,161
Sarasota County,44168,-24.5,129
Sarasota County,44169,-26.666666666666668,181
Sarasota County,44170,-23.166666666666668,169
Sarasota County,44171,-27.0,102
Sarasota County,44172,-27.5,150
Sarasota County,44173,-25.833333333333332,144
Sarasota County,44174,-25.166666666666668,165
Sarasota County,44175,-23.666666666666668,185
Sarasota County,44176,-23.0,132
Sarasota County,44177,-22.666666666666668,131
Sarasota County,44178,-24.333333333333332,116
Sarasota County,44179,-27.166666666666668,155
Sarasota County,44180,-23.5,155
Sarasota County,44181,-26.166666666666668,192
Sarasota County,44182,-22.833333333333332,165
Sarasota County,44183,-24.833333333333332,156
Sarasota County,44184,-22.166666666666668,128
Sarasota County,44185,-25.333333333333332,160
Sarasota County,44186,-17.5,128
Sarasota County,44187,-19.666666666666668,206
Sarasota County,44188,-13.833333333333334,178
Sarasota County,44189,-20.0,183
Sarasota County,44190,-54.833333333333336,88
Sarasota County,44191,-29.833333333333332,87
Sarasota County,44192,-22.833333333333332,84
Sarasota County,44193,-16.0,217
Sarasota County,44194,-14.166666666666666,220
Sarasota County,44195,-12.333333333333334,218
Sarasota County,44196,-11.0,283
Sarasota County,44197,-32.0,129
Sarasota County,44198,-21.666666666666668,228
Sarasota County,44199,-29.666666666666668,140
Sarasota County,44200,-22.0,387
Sarasota County,44201,-21.833333333333332,446
Sarasota County,44202,-22.0,322
Sarasota County,44203,-23.333333333333332,256
Sarasota County,44204,-24.333333333333332,252
Seminole County,43902,8.333333333333334,1
Seminole County,43904,-0.16666666666666666,3
Seminole County,43907,3.0,2
Seminole County,43908,-4.666666666666667,2
Seminole County,43910,-15.5,3
Seminole County,43911,-19.833333333333332,4
Seminole County,43912,-23.333333333333332,3
Seminole County,43913,-20.666666666666668,4
Seminole County,43914,-16.166666666666668,7
Seminole County,43915,-17.0,5
Seminole County,43916,-22.5,14
Seminole County,43917,-25.833333333333332,15
Seminole County,43918,-29.0,17
Seminole County,43919,-31.833333333333332,13
Seminole County,43920,-27.666666666666668,12
Seminole County,43921,-24.0,12
Seminole County,43922,-20.0,29
Seminole County,43923,-25.5,17
Seminole County,43924,-31.0,12
Seminole County,43925,-35.0,15
Seminole County,43926,-46.833333333333336,14
Seminole County,43927,-31.0,5
Seminole County,43928,-27.666666666666668,7
Seminole County,43929,-29.0,18
Seminole County,43930,-31.666666666666668,12
Seminole County,43931,-32.0,4
Seminole County,43932,-33.166666666666664,14
Seminole County,43933,-45.0,14
Seminole County,43934,-31.333333333333332,5
Seminole County,43935,-26.666666666666668,3
Seminole County,43936,-29.5,11
Seminole County,43937,-34.166666666666664,23
Seminole County,43938,-29.333333333333332,6
Seminole County,43939,-35.166666666666664,2
Seminole County,43940,-32.333333333333336,9
Seminole County,43941,-33.333333333333336,2
Seminole County,43942,-24.833333333333332,5
Seminole County,43943,-25.5,5
Seminole County,43944,-28.5,6
Seminole County,43945,-39.0,6
Seminole County,43946,-30.0,8
Seminole County,43947,-31.333333333333332,7
Seminole County,43948,-25.666666666666668,8
Seminole County,43949,-23.0,4
Seminole County,43950,-23.333333333333332,6
Seminole County,43951,-29.833333333333332,9
Seminole County,43952,-22.5,9
Seminole County,43954,-26.666666666666668,2
Seminole County,43955,-24.666666666666668,5
Seminole County,43956,-18.166666666666668,4
Seminole County,43957,-19.666666666666668,2
Seminole County,43958,-18.833333333333332,1
Seminole County,43959,-19.0,3
Seminole County,43961,-25.333333333333332,1
Seminole County,43962,-21.666666666666668,3
Seminole County,43963,-16.666666666666668,3
Seminole County,43964,-15.166666666666666,4
Seminole County,43965,-19.166666666666668,1
Seminole County,43966,-19.833333333333332,3
Seminole County,43967,-21.166666666666668,2
Seminole County,43968,-19.666666666666668,3
Seminole County,43969,-21.833333333333332,6
Seminole County,43970,-15.666666666666666,2
Seminole County,43971,-13.833333333333334,2
Seminole County,43972,-17.333333333333332,4
Seminole County,43973,-17.333333333333332,7
Seminole County,43974,-18.166666666666668,4
Seminole County,43975,-18.0,3
Seminole County,43976,-34.5,3
Seminole County,43977,-16.0,8
Seminole County,43978,-17.0,2
Seminole County,43979,-19.666666666666668,8
Seminole County,43980,-16.833333333333332,3
Seminole County,43981,-16.5,4
Seminole County,43982,-13.666666666666666,4
Seminole County,43983,-14.666666666666666,2
Seminole County,43984,-13.833333333333334,9
Seminole County,43985,-12.666666666666666,6
Seminole County,43986,-20.666666666666668,2
Seminole County,43987,-18.5,10
Seminole County,43988,-24.0,10
Seminole County,43989,-19.666666666666668,14
Seminole County,43990,-18.5,9
Seminole County,43991,-15.5,36
Seminole County,43992,-14.166666666666666,42
Seminole County,43993,-12.166666666666666,34
Seminole County,43994,-13.5,42
Seminole County,43995,-11.833333333333334,46
Seminole County,43996,-13.5,46
Seminole County,43997,-11.5,44
Seminole County,43998,-9.666666666666666,47
Seminole County,43999,-9.333333333333334,56
Seminole County,44000,-12.166666666666666,125
Seminole County,44001,-15.833333333333334,100
Seminole County,44002,-12.166666666666666,117
Seminole County,44003,-13.166666666666666,83
Seminole County,44004,-14.5,123
Seminole County,44005,-11.833333333333334,182
Seminole County,44006,-11.666666666666666,157
Seminole County,44007,-10.833333333333334,207
Seminole County,44008,-14.666666666666666,233
Seminole County,44009,-14.833333333333334,166
Seminole County,44010,-13.333333333333334,115
Seminole County,44011,-15.666666666666666,92
Seminole County,44012,-15.333333333333334,135
Seminole County,44013,-13.833333333333334,157
Seminole County,44014,-10.333333333333334,158
Seminole County,44015,-18.333333333333332,229
Seminole County,44016,-28.0,135
Seminole County,44017,-23.0,90
Seminole County,44018,-21.833333333333332,97
Seminole County,44019,-13.666666666666666,134
Seminole County,44020,-14.0,159
Seminole County,44021,-13.166666666666666,165
Seminole County,44022,-20.5,119
