County,Date,average_percent_change_from_baseline,New Cases
Monroe County,44171,-27.833333333333332,35
Monroe County,44172,-28.0,31
Monroe County,44173,-28.166666666666668,25
Monroe County,44174,-26.0,71
Monroe County,44175,-25.0,44
Monroe County,44176,-23.166666666666668,27
Monroe County,44177,-24.5,25
Monroe County,44178,-25.0,19
Monroe County,44179,-25.166666666666668,30
Monroe County,44180,-26.5,17
Monroe County,44181,-26.0,44
Monroe County,44182,-25.333333333333332,33
Monroe County,44183,-22.166666666666668,28
Monroe County,44184,-23.0,15
Monroe County,44185,-22.833333333333332,31
Monroe County,44186,-18.5,13
Monroe County,44187,-18.0,28
Monroe County,44188,-15.833333333333334,27
Monroe County,44189,-21.5,20
Monroe County,44190,-40.666666666666664,9
Monroe County,44191,-15.666666666666666,16
Monroe County,44192,-12.666666666666666,15
Monroe County,44193,-8.833333333333334,14
Monroe County,44194,-8.666666666666666,16
Monroe County,44195,-7.5,29
Monroe County,44196,-12.5,76
Monroe County,44197,-20.666666666666668,30
Monroe County,44198,-10.166666666666666,16
Monroe County,44199,-15.833333333333334,24
Monroe County,44200,-19.666666666666668,42
Monroe County,44201,-20.833333333333332,13
Monroe County,44202,-20.5,105
Monroe County,44203,-22.166666666666668,53
Monroe County,44204,-20.333333333333332,53
Nassau County,43900,8.5,1
Nassau County,43915,-22.0,3
Nassau County,43916,-25.666666666666668,1
Nassau County,43917,-26.333333333333332,2
Nassau County,44018,-14.166666666666666,21
Nassau County,44019,-15.166666666666666,26
Nassau County,44020,-11.0,33
Nassau County,44021,-11.5,37
Nassau County,44022,-10.833333333333334,41
Nassau County,44023,-5.5,45
Nassau County,44024,0.6666666666666666,21
Nassau County,44025,-8.666666666666666,24
Nassau County,44026,-10.166666666666666,29
Nassau County,44027,-8.0,24
Nassau County,44028,-10.666666666666666,32
Nassau County,44029,-10.5,24
Nassau County,44030,-1.6666666666666667,63
Nassau County,44031,1.3333333333333333,39
Nassau County,44032,-9.833333333333334,26
Nassau County,44033,-12.166666666666666,26
Nassau County,44034,-11.333333333333334,24
Nassau County,44035,-12.666666666666666,30
Nassau County,44036,-9.166666666666666,26
Nassau County,44037,-2.1666666666666665,22
Nassau County,44039,-13.666666666666666,20
Nassau County,44040,-13.833333333333334,22
Nassau County,44041,-10.166666666666666,29
Nassau County,44042,-0.5,19
Nassau County,44043,1.3333333333333333,22
Nassau County,44044,8.666666666666666,23
Nassau County,44045,0.5,18
Nassau County,44046,-7.166666666666667,19
Nassau County,44047,-1.0,17
Nassau County,44049,-13.0,20
Nassau County,44050,-12.833333333333334,17
Nassau County,44051,-0.16666666666666666,15
Nassau County,44052,0.8333333333333334,5
Nassau County,44053,-11.0,16
Nassau County,44055,-5.0,10
Nassau County,44056,-9.333333333333334,15
Nassau County,44057,-10.166666666666666,20
Nassau County,44058,-3.1666666666666665,17
Nassau County,44059,2.6666666666666665,11
Nassau County,44085,-12.833333333333334,20
Nassau County,44086,-9.5,16
Nassau County,44088,-11.666666666666666,11
Nassau County,44090,-11.0,9
Nassau County,44091,-13.666666666666666,10
Nassau County,44092,-12.166666666666666,12
Nassau County,44093,-15.166666666666666,14
Nassau County,44095,-11.166666666666666,4
Nassau County,44097,-7.833333333333333,9
Nassau County,44098,-10.0,13
Nassau County,44099,-9.0,5
Nassau County,44100,-6.166666666666667,16
Nassau County,44102,-12.833333333333334,13
Nassau County,44104,-6.833333333333333,12
Nassau County,44105,-8.166666666666666,10
Nassau County,44106,-8.666666666666666,13
Nassau County,44107,-7.333333333333333,22
Nassau County,44109,-17.5,7
Nassau County,44111,-8.666666666666666,7
Nassau County,44112,-9.5,6
Nassau County,44113,-10.833333333333334,18
Nassau County,44114,-8.333333333333334,13
Nassau County,44116,-6.5,16
Nassau County,44118,-6.5,11
Nassau County,44119,-11.333333333333334,9
Nassau County,44120,-8.0,15
Nassau County,44121,-8.166666666666666,7
Nassau County,44123,-8.5,8
Nassau County,44125,-11.833333333333334,26
Nassau County,44126,-12.5,15
Nassau County,44127,-11.0,19
Nassau County,44128,-4.5,9
Nassau County,44130,-7.166666666666667,14
Nassau County,44132,-5.333333333333333,12
Nassau County,44133,-10.5,5
Nassau County,44134,-9.166666666666666,14
Nassau County,44135,-13.666666666666666,9
Nassau County,44137,-12.0,4
Nassau County,44139,-11.666666666666666,24
Nassau County,44140,-16.0,15
Nassau County,44141,-15.166666666666666,15
Nassau County,44142,-15.666666666666666,19
Nassau County,44144,-14.0,24
Nassau County,44146,-13.5,11
Nassau County,44147,-21.5,20
Nassau County,44148,-15.333333333333334,24
Nassau County,44149,-10.666666666666666,37
Nassau County,44151,-13.333333333333334,18
Nassau County,44153,-14.833333333333334,22
Nassau County,44154,-18.333333333333332,27
Nassau County,44155,-13.166666666666666,40
Nassau County,44156,-10.0,25
Nassau County,44158,-3.6666666666666665,55
Nassau County,44160,9.0,46
Nassau County,44161,-38.5,15
Nassau County,44162,-12.333333333333334,34
Nassau County,44163,-14.666666666666666,30
Nassau County,44165,-11.666666666666666,25
Nassau County,44167,-14.5,52
Nassau County,44168,-14.5,33
Nassau County,44169,-15.666666666666666,42
Nassau County,44170,-14.0,27
Nassau County,44172,-15.666666666666666,28
Nassau County,44174,-13.333333333333334,38
Nassau County,44175,-15.5,47
Nassau County,44176,-15.333333333333334,57
Nassau County,44177,-15.0,31
Nassau County,44179,-14.333333333333334,49
Nassau County,44181,-15.333333333333334,72
Nassau County,44182,-15.833333333333334,62
Nassau County,44183,-15.666666666666666,52
Nassau County,44184,-10.666666666666666,47
Nassau County,44186,-3.5,54
Nassau County,44188,10.166666666666666,93
Nassau County,44189,-5.833333333333333,44
Nassau County,44190,-51.333333333333336,36
Nassau County,44191,-17.166666666666668,41
Nassau County,44193,2.1666666666666665,88
Nassau County,44195,6.5,106
Nassau County,44196,2.3333333333333335,140
Nassau County,44197,-17.166666666666668,54
Nassau County,44198,-6.666666666666667,80
Nassau County,44200,-9.5,125
Nassau County,44202,-11.833333333333334,123
Nassau County,44203,-15.5,110
Nassau County,44204,-18.666666666666668,86
Okaloosa County,43894,3.6666666666666665,1
Okaloosa County,43899,15.5,1
Okaloosa County,43907,12.333333333333334,1
Okaloosa County,43908,11.666666666666666,1
Okaloosa County,43909,3.3333333333333335,1
Okaloosa County,43910,-3.8333333333333335,4
Okaloosa County,43911,-14.666666666666666,3
Okaloosa County,43912,-16.166666666666668,2
Okaloosa County,43914,-17.166666666666668,1
Okaloosa County,43915,-16.666666666666668,4
Okaloosa County,43916,-19.666666666666668,4
Okaloosa County,43917,-21.166666666666668,4
Okaloosa County,43918,-20.333333333333332,4
Okaloosa County,43919,-24.166666666666668,3
Okaloosa County,43920,-22.5,4
Okaloosa County,43921,-27.0,1
Okaloosa County,43922,-14.5,7
Okaloosa County,43923,-23.0,6
Okaloosa County,43924,-29.833333333333332,7
Okaloosa County,43925,-29.833333333333332,1
Okaloosa County,43926,-32.166666666666664,4
Okaloosa County,43927,-27.833333333333332,6
Okaloosa County,43928,-27.5,3
Okaloosa County,43929,-26.666666666666668,7
Okaloosa County,43930,-25.666666666666668,3
Okaloosa County,43931,-27.5,6
Okaloosa County,43932,-24.833333333333332,5
Okaloosa County,43933,-44.666666666666664,7
Okaloosa County,43934,-26.833333333333332,2
Okaloosa County,43935,-26.166666666666668,3
Okaloosa County,43936,-22.333333333333332,9
Okaloosa County,43937,-24.833333333333332,4
Okaloosa County,43938,-25.5,7
Okaloosa County,43939,-26.5,2
Okaloosa County,43940,-31.333333333333332,3
Okaloosa County,43941,-25.666666666666668,1
Okaloosa County,43942,-22.0,2
Okaloosa County,43943,-19.333333333333332,3
Okaloosa County,43944,-34.333333333333336,6
Okaloosa County,43945,-19.666666666666668,6
Okaloosa County,43948,-19.833333333333332,2
Okaloosa County,43949,-19.833333333333332,2
Okaloosa County,43950,-24.0,1
Okaloosa County,43951,-17.333333333333332,2
Okaloosa County,43952,-11.833333333333334,2
Okaloosa County,43954,-5.5,2
Okaloosa County,43955,-9.666666666666666,1
Okaloosa County,43957,-4.666666666666667,1
Okaloosa County,43958,-8.333333333333334,1
Okaloosa County,43959,-6.333333333333333,4
Okaloosa County,43961,10.666666666666666,1
Okaloosa County,43963,-5.5,1
Okaloosa County,43964,2.5,1
Okaloosa County,43965,-2.5,1
Okaloosa County,43966,1.3333333333333333,4
Okaloosa County,43968,9.166666666666666,1
Okaloosa County,43969,-10.666666666666666,1
Okaloosa County,43970,1.6666666666666667,3
Okaloosa County,43971,-4.333333333333333,2
Okaloosa County,43972,2.1666666666666665,2
Okaloosa County,43973,9.666666666666666,6
Okaloosa County,43974,33.5,1
Okaloosa County,43976,7.166666666666667,1
Okaloosa County,43977,1.5,4
Okaloosa County,43978,11.333333333333334,2
Okaloosa County,43979,9.0,8
Okaloosa County,43980,9.666666666666666,3
Okaloosa County,43981,24.0,11
Okaloosa County,43982,26.833333333333332,10
Okaloosa County,43983,13.166666666666666,2
Okaloosa County,43984,7.5,2
Okaloosa County,43985,11.666666666666666,4
Okaloosa County,43986,14.0,5
Okaloosa County,43987,15.0,7
Okaloosa County,43988,1.5,6
Okaloosa County,43989,-7.166666666666667,12
Okaloosa County,43990,3.6666666666666665,2
Okaloosa County,43991,-1.1666666666666667,13
Okaloosa County,43992,16.333333333333332,7
Okaloosa County,43993,20.833333333333332,8
Okaloosa County,43994,27.166666666666668,16
Okaloosa County,43995,41.5,17
Okaloosa County,43996,38.833333333333336,4
Okaloosa County,43997,24.833333333333332,7
Okaloosa County,43998,21.666666666666668,4
Okaloosa County,43999,34.166666666666664,11
Okaloosa County,44000,28.833333333333332,23
Okaloosa County,44001,29.5,15
Okaloosa County,44003,38.166666666666664,21
Okaloosa County,44004,17.666666666666668,17
Okaloosa County,44005,16.333333333333332,20
Okaloosa County,44006,24.166666666666668,40
Okaloosa County,44007,24.5,35
Okaloosa County,44008,23.5,21
Okaloosa County,44009,33.166666666666664,39
Okaloosa County,44010,30.5,34
Okaloosa County,44011,21.5,29
Okaloosa County,44012,17.166666666666668,43
Okaloosa County,44013,25.333333333333332,71
Okaloosa County,44014,24.0,51
Okaloosa County,44015,24.166666666666668,60
Okaloosa County,44017,17.0,13
Okaloosa County,44018,15.0,18
Okaloosa County,44019,6.166666666666667,31
Okaloosa County,44020,30.5,45
Okaloosa County,44021,20.833333333333332,68
Okaloosa County,44022,17.5,48
Okaloosa County,44024,29.833333333333332,97
Okaloosa County,44025,17.833333333333332,61
Okaloosa County,44026,16.333333333333332,89
Okaloosa County,44027,19.666666666666668,94
Okaloosa County,44028,23.0,74
Okaloosa County,44029,21.333333333333332,53
Okaloosa County,44031,29.166666666666668,163
Okaloosa County,44032,17.166666666666668,86
Okaloosa County,44033,15.666666666666666,41
Okaloosa County,44034,20.833333333333332,32
Okaloosa County,44035,16.5,69
Okaloosa County,44036,15.5,75
Okaloosa County,44037,24.5,93
Okaloosa County,44038,25.166666666666668,41
Okaloosa County,44039,15.666666666666666,70
Okaloosa County,44040,2.1666666666666665,92
Okaloosa County,44041,12.333333333333334,125
Okaloosa County,44042,19.833333333333332,59
Okaloosa County,44043,22.666666666666668,88
Okaloosa County,44045,33.333333333333336,97
Okaloosa County,44046,19.833333333333332,71
Okaloosa County,44047,18.666666666666668,61
Okaloosa County,44048,27.0,135
Okaloosa County,44049,24.166666666666668,102
Okaloosa County,44050,23.5,53
Okaloosa County,44052,30.666666666666668,38
Okaloosa County,44053,16.0,43
Okaloosa County,44054,5.833333333333333,23
Okaloosa County,44055,23.0,24
Okaloosa County,44056,17.333333333333332,30
Okaloosa County,44057,19.0,41
Okaloosa County,44059,30.5,12
Okaloosa County,44085,14.0,27
Okaloosa County,44086,24.666666666666668,43
Okaloosa County,44087,18.333333333333332,17
Okaloosa County,44088,-1.5,36
Okaloosa County,44089,-30.166666666666668,19
Okaloosa County,44090,-36.833333333333336,12
Okaloosa County,44091,1.3333333333333333,14
Okaloosa County,44092,7.0,14
Okaloosa County,44093,17.333333333333332,15
Okaloosa County,44094,8.166666666666666,5
Okaloosa County,44095,8.333333333333334,17
Okaloosa County,44096,6.333333333333333,36
Okaloosa County,44097,12.0,35
Okaloosa County,44098,3.8333333333333335,46
Okaloosa County,44099,13.5,36
Okaloosa County,44100,23.5,35
Okaloosa County,44101,15.333333333333334,18
Okaloosa County,44102,6.833333333333333,39
Okaloosa County,44103,4.333333333333333,28
Okaloosa County,44104,12.666666666666666,43
Okaloosa County,44105,11.833333333333334,38
Okaloosa County,44106,12.333333333333334,29
Okaloosa County,44107,24.166666666666668,30
Okaloosa County,44108,21.166666666666668,7
Okaloosa County,44109,12.0,25
Okaloosa County,44110,13.666666666666666,29
Okaloosa County,44111,18.166666666666668,32
Okaloosa County,44112,9.0,58
Okaloosa County,44113,7.833333333333333,22
Okaloosa County,44114,4.833333333333333,35
Okaloosa County,44115,17.5,31
Okaloosa County,44116,7.0,36
Okaloosa County,44117,12.833333333333334,40
Okaloosa County,44118,20.833333333333332,158
Okaloosa County,44119,14.666666666666666,59
Okaloosa County,44120,14.166666666666666,51
Okaloosa County,44121,21.666666666666668,38
Okaloosa County,44122,16.666666666666668,26
Okaloosa County,44123,10.333333333333334,43
Okaloosa County,44124,9.5,31
Okaloosa County,44125,13.166666666666666,76
Okaloosa County,44126,7.333333333333333,58
Okaloosa County,44127,9.5,66
Okaloosa County,44128,1.8333333333333333,48
Okaloosa County,44129,11.666666666666666,43
Okaloosa County,44130,7.0,54
Okaloosa County,44131,-0.8333333333333334,61
Okaloosa County,44132,-1.0,66
Okaloosa County,44133,-1.8333333333333333,97
Okaloosa County,44134,2.8333333333333335,32
Okaloosa County,44135,7.833333333333333,55
Okaloosa County,44136,4.0,28
Okaloosa County,44137,-2.6666666666666665,67
Okaloosa County,44138,0.16666666666666666,64
Okaloosa County,44139,2.0,99
Okaloosa County,44140,0.0,80
Okaloosa County,44141,1.0,66
Okaloosa County,44142,3.0,94
Okaloosa County,44143,6.166666666666667,48
Okaloosa County,44144,0.6666666666666666,82
Okaloosa County,44145,0.16666666666666666,89
Okaloosa County,44146,-2.6666666666666665,78
Okaloosa County,44147,-0.16666666666666666,110
Okaloosa County,44148,0.8333333333333334,45
Okaloosa County,44149,6.5,100
Okaloosa County,44150,5.166666666666667,59
Okaloosa County,44151,-0.16666666666666666,89
Okaloosa County,44152,0.0,102
Okaloosa County,44153,3.3333333333333335,116
Okaloosa County,44154,-1.8333333333333333,133
Okaloosa County,44155,0.16666666666666666,164
Okaloosa County,44156,5.0,49
Okaloosa County,44157,7.666666666666667,31
Okaloosa County,44158,5.0,103
Okaloosa County,44159,10.333333333333334,101
Okaloosa County,44160,14.333333333333334,133
Okaloosa County,44161,-35.333333333333336,52
Okaloosa County,44162,-5.333333333333333,50
Okaloosa County,44163,1.6666666666666667,73
Okaloosa County,44164,-15.666666666666666,22
Okaloosa County,44165,-5.166666666666667,106
Okaloosa County,44166,-5.333333333333333,242
Okaloosa County,44167,-2.0,201
Okaloosa County,44168,-6.166666666666667,171
Okaloosa County,44169,-8.666666666666666,107
Okaloosa County,44170,-5.0,63
Okaloosa County,44171,-6.0,91
Okaloosa County,44172,-6.833333333333333,187
Okaloosa County,44173,-6.5,139
Okaloosa County,44174,-1.6666666666666667,122
Okaloosa County,44175,-5.0,143
Okaloosa County,44176,-5.0,175
Okaloosa County,44177,-2.6666666666666665,77
Okaloosa County,44178,-2.5,52
Okaloosa County,44179,-6.5,78
Okaloosa County,44180,-4.666666666666667,167
Okaloosa County,44181,-5.0,117
Okaloosa County,44182,-7.333333333333333,123
Okaloosa County,44183,-6.333333333333333,120
Okaloosa County,44184,1.1666666666666667,75
Okaloosa County,44185,-9.0,110
Okaloosa County,44186,0.0,178
Okaloosa County,44187,1.6666666666666667,216
Okaloosa County,44188,7.0,137
Okaloosa County,44189,-22.666666666666668,149
Okaloosa County,44190,-48.666666666666664,40
Okaloosa County,44191,-5.333333333333333,39
Okaloosa County,44192,1.0,80
Okaloosa County,44193,3.8333333333333335,75
Okaloosa County,44194,4.833333333333333,177
Okaloosa County,44195,13.5,189
Okaloosa County,44196,-2.0,188
Okaloosa County,44197,-30.666666666666668,88
Okaloosa County,44198,-3.8333333333333335,82
Okaloosa County,44199,-1.5,56
Okaloosa County,44200,-5.333333333333333,106
Okaloosa County,44201,-2.6666666666666665,209
Okaloosa County,44202,-3.6666666666666665,179
Okaloosa County,44203,-12.333333333333334,196
Okaloosa County,44204,-12.833333333333334,182
Okeechobee County,43922,-22.5,1
Okeechobee County,43923,-24.0,1
Okeechobee County,43927,-32.5,1
Okeechobee County,43928,-29.5,1
Okeechobee County,43938,-32.5,1
Okeechobee County,43942,-27.833333333333332,1
Okeechobee County,43944,-27.5,1
Okeechobee County,43950,-26.666666666666668,1
Okeechobee County,43951,-28.833333333333332,1
Okeechobee County,43956,-22.333333333333332,1
Okeechobee County,43957,-23.166666666666668,2
Okeechobee County,43958,-23.0,3
Okeechobee County,43964,-24.333333333333332,7
Okeechobee County,43965,-25.333333333333332,1
Okeechobee County,43969,-28.833333333333332,2
Okeechobee County,43970,-23.666666666666668,4
Okeechobee County,43971,-23.0,2
Okeechobee County,43972,-25.0,3
Okeechobee County,43973,-19.5,3
Okeechobee County,43977,-21.833333333333332,2
Okeechobee County,43978,-24.833333333333332,1
Okeechobee County,43979,-21.5,1
Okeechobee County,43980,-22.833333333333332,7
Okeechobee County,43983,-24.5,1
Okeechobee County,43984,-24.833333333333332,8
Okeechobee County,43985,-25.333333333333332,7
Okeechobee County,43986,-25.0,16
Okeechobee County,43987,-24.0,2
Okeechobee County,43990,-24.333333333333332,4
Okeechobee County,43991,-22.666666666666668,5
Okeechobee County,43992,-23.833333333333332,5
Okeechobee County,43993,-21.333333333333332,6
Okeechobee County,43994,-20.333333333333332,13
Okeechobee County,43997,-21.5,5
Okeechobee County,43998,-18.833333333333332,6
Okeechobee County,43999,-19.5,7
Okeechobee County,44000,-24.166666666666668,7
Okeechobee County,44001,-22.333333333333332,9
Okeechobee County,44004,-21.833333333333332,8
Okeechobee County,44005,-21.166666666666668,13
Okeechobee County,44006,-21.833333333333332,13
Okeechobee County,44007,-19.5,17
Okeechobee County,44008,-23.333333333333332,25
Okeechobee County,44011,-23.166666666666668,15
Okeechobee County,44012,-22.666666666666668,7
Okeechobee County,44013,-22.333333333333332,6
Okeechobee County,44014,-15.666666666666666,11
Okeechobee County,44015,-16.0,11
Okeechobee County,44018,-24.166666666666668,12
Okeechobee County,44019,-22.666666666666668,6
Okeechobee County,44020,-25.0,6
Okeechobee County,44021,-22.333333333333332,40
Okeechobee County,44022,-25.166666666666668,17
Okeechobee County,44025,-26.5,14
Okeechobee County,44026,-26.166666666666668,7
Okeechobee County,44027,-26.333333333333332,10
Okeechobee County,44028,-25.166666666666668,14
Okeechobee County,44029,-26.0,21
Okeechobee County,44032,-26.0,22
Okeechobee County,44033,-26.0,11
Okeechobee County,44034,-27.833333333333332,62
Okeechobee County,44035,-27.0,26
Okeechobee County,44036,-24.666666666666668,11
Okeechobee County,44039,-26.166666666666668,21
Okeechobee County,44040,-24.333333333333332,7
Okeechobee County,44041,-26.0,23
Okeechobee County,44042,-24.666666666666668,15
Okeechobee County,44043,-23.833333333333332,29
Okeechobee County,44046,-28.166666666666668,7
Okeechobee County,44047,-24.666666666666668,16
Okeechobee County,44048,-27.333333333333332,13
Okeechobee County,44049,-22.833333333333332,25
Okeechobee County,44050,-25.333333333333332,15
Okeechobee County,44053,-25.5,22
Okeechobee County,44054,-26.0,4
Okeechobee County,44055,-24.666666666666668,4
Okeechobee County,44056,-23.333333333333332,8
Okeechobee County,44057,-23.5,30
Okeechobee County,44085,-25.833333333333332,16
Okeechobee County,44088,-28.0,6
Okeechobee County,44089,-25.5,14
Okeechobee County,44090,-27.5,21
Okeechobee County,44091,-25.166666666666668,31
Okeechobee County,44092,-23.333333333333332,33
Okeechobee County,44095,-27.0,23
Okeechobee County,44096,-26.5,13
Okeechobee County,44097,-26.666666666666668,2
Okeechobee County,44098,-26.833333333333332,16
Okeechobee County,44099,-28.166666666666668,14
Okeechobee County,44100,-22.5,17
Okeechobee County,44101,-24.0,1
Okeechobee County,44102,-26.666666666666668,10
Okeechobee County,44103,-27.166666666666668,11
Okeechobee County,44104,-27.166666666666668,3
Okeechobee County,44105,-22.5,5
Okeechobee County,44106,-26.0,5
Okeechobee County,44107,-26.333333333333332,4
Okeechobee County,44108,-23.833333333333332,4
Okeechobee County,44109,-25.666666666666668,7
Okeechobee County,44110,-26.0,14
Okeechobee County,44111,-25.833333333333332,9
Okeechobee County,44112,-25.5,7
Okeechobee County,44113,-25.166666666666668,3
Okeechobee County,44114,-23.0,5
Okeechobee County,44116,-24.833333333333332,4
Okeechobee County,44117,-24.166666666666668,7
Okeechobee County,44118,-26.166666666666668,8
Okeechobee County,44119,-23.166666666666668,2
Okeechobee County,44120,-25.5,3
Okeechobee County,44121,-21.5,2
Okeechobee County,44122,-22.333333333333332,1
Okeechobee County,44123,-27.166666666666668,13
Okeechobee County,44124,-26.666666666666668,4
Okeechobee County,44125,-24.833333333333332,13
Okeechobee County,44126,-23.833333333333332,2
Okeechobee County,44127,-23.166666666666668,11
Okeechobee County,44128,-20.0,5
Okeechobee County,44129,-20.5,10
Okeechobee County,44130,-26.5,8
Okeechobee County,44131,-22.833333333333332,4
Okeechobee County,44132,-22.333333333333332,1
Okeechobee County,44133,-21.333333333333332,11
Okeechobee County,44134,-21.833333333333332,3
Okeechobee County,44135,-18.833333333333332,13
Okeechobee County,44137,-23.833333333333332,7
Okeechobee County,44138,-16.166666666666668,6
Okeechobee County,44139,-24.666666666666668,9
Okeechobee County,44140,-23.0,4
Okeechobee County,44141,-23.5,14
Okeechobee County,44142,-24.333333333333332,4
Okeechobee County,44143,-30.333333333333332,8
Okeechobee County,44144,-31.166666666666668,8
Okeechobee County,44145,-25.833333333333332,9
Okeechobee County,44146,-25.0,13
Okeechobee County,44147,-23.333333333333332,7
Okeechobee County,44148,-23.5,8
Okeechobee County,44149,-18.5,11
Okeechobee County,44150,-19.333333333333332,14
Okeechobee County,44151,-25.666666666666668,4
Okeechobee County,44152,-21.5,15
Okeechobee County,44153,-21.5,20
Okeechobee County,44154,-20.0,19
Okeechobee County,44155,-18.666666666666668,21
Okeechobee County,44156,-20.5,10
Okeechobee County,44157,-18.0,12
Okeechobee County,44158,-23.0,13
Okeechobee County,44159,-12.5,10
Okeechobee County,44160,0.6666666666666666,15
Okeechobee County,44161,-37.0,3
Okeechobee County,44162,-26.166666666666668,6
Okeechobee County,44163,-10.333333333333334,1
Okeechobee County,44164,-10.0,3
Okeechobee County,44165,-23.833333333333332,13
Okeechobee County,44166,-18.666666666666668,12
Okeechobee County,44167,-21.666666666666668,7
Okeechobee County,44168,-20.0,16
Okeechobee County,44169,-22.5,16
Okeechobee County,44170,-20.166666666666668,9
Okeechobee County,44171,-18.833333333333332,4
Okeechobee County,44172,-23.666666666666668,4
Okeechobee County,44173,-21.333333333333332,10
Okeechobee County,44174,-19.0,11
Okeechobee County,44175,-16.5,9
Okeechobee County,44176,-18.5,19
Okeechobee County,44177,3.6666666666666665,6
Okeechobee County,44178,-17.333333333333332,6
Okeechobee County,44179,-19.166666666666668,22
Okeechobee County,44180,-16.833333333333332,18
Okeechobee County,44181,-17.166666666666668,4
Okeechobee County,44182,-19.0,9
Okeechobee County,44183,-20.833333333333332,10
Okeechobee County,44184,-13.5,12
Okeechobee County,44185,-16.0,8
Okeechobee County,44186,-15.166666666666666,21
Okeechobee County,44187,-10.333333333333334,14
Okeechobee County,44188,-0.8333333333333334,13
Okeechobee County,44189,-8.833333333333334,11
Okeechobee County,44190,-46.5,14
Okeechobee County,44191,-14.666666666666666,11
Okeechobee County,44192,-11.666666666666666,4
Okeechobee County,44193,-13.333333333333334,16
Okeechobee County,44194,-10.0,22
Okeechobee County,44195,-1.5,40
Okeechobee County,44196,-0.16666666666666666,45
Okeechobee County,44197,-24.833333333333332,12
Okeechobee County,44198,-8.666666666666666,14
Okeechobee County,44199,-10.0,14
Okeechobee County,44200,-15.166666666666666,19
Okeechobee County,44201,-14.5,54
Okeechobee County,44202,-17.5,35
Okeechobee County,44203,-16.5,61
Okeechobee County,44204,-19.666666666666668,55
Orange County,43903,-2.0,3
Orange County,43905,-10.0,1
Orange County,43906,-11.166666666666666,2
Orange County,43907,-12.0,2
Orange County,43908,-17.5,5
Orange County,43909,-20.666666666666668,5
Orange County,43910,-24.833333333333332,5
Orange County,43911,-31.333333333333332,7
Orange County,43912,-35.833333333333336,9
Orange County,43913,-31.166666666666668,11
Orange County,43914,-30.166666666666668,22
Orange County,43915,-29.166666666666668,26
Orange County,43916,-32.166666666666664,39
Orange County,43917,-43.0,43
Orange County,43918,-45.666666666666664,27
Orange County,43919,-47.833333333333336,48
Orange County,43920,-40.166666666666664,51
Orange County,43921,-38.5,29
Orange County,43922,-36.833333333333336,109
Orange County,43923,-37.5,75
Orange County,43924,-40.666666666666664,50
Orange County,43925,-45.333333333333336,57
Orange County,43926,-53.666666666666664,33
Orange County,43927,-40.333333333333336,39
Orange County,43928,-39.166666666666664,23
Orange County,43929,-39.833333333333336,64
Orange County,43930,-38.666666666666664,41
Orange County,43931,-41.0,27
Orange County,43932,-43.0,34
Orange County,43933,-55.166666666666664,43
Orange County,43934,-44.833333333333336,29
Orange County,43935,-44.333333333333336,18
Orange County,43936,-44.333333333333336,36
Orange County,43937,-45.833333333333336,51
Orange County,43938,-43.833333333333336,32
Orange County,43939,-48.333333333333336,20
Orange County,43940,-48.333333333333336,20
Orange County,43941,-44.833333333333336,11
Orange County,43942,-42.5,19
Orange County,43943,-42.5,22
Orange County,43944,-42.666666666666664,28
Orange County,43945,-48.333333333333336,17
Orange County,43946,-44.833333333333336,23
Orange County,43947,-47.666666666666664,16
Orange County,43948,-41.333333333333336,23
Orange County,43949,-41.833333333333336,5
Orange County,43950,-40.666666666666664,20
Orange County,43951,-42.5,19
Orange County,43952,-39.833333333333336,15
Orange County,43953,-42.166666666666664,9
Orange County,43954,-44.666666666666664,9
Orange County,43955,-39.333333333333336,6
Orange County,43956,-38.5,16
Orange County,43957,-38.833333333333336,15
Orange County,43958,-37.666666666666664,5
Orange County,43959,-38.166666666666664,17
Orange County,43960,-39.166666666666664,15
Orange County,43961,-42.833333333333336,3
Orange County,43962,-38.333333333333336,12
Orange County,43963,-36.5,28
Orange County,43964,-36.166666666666664,14
Orange County,43965,-37.0,27
Orange County,43966,-38.0,19
Orange County,43967,-39.666666666666664,25
Orange County,43968,-41.333333333333336,16
Orange County,43969,-39.0,29
Orange County,43970,-35.166666666666664,11
Orange County,43971,-33.166666666666664,18
Orange County,43972,-34.5,20
Orange County,43973,-35.5,24
Orange County,43974,-35.833333333333336,22
Orange County,43975,-38.5,35
Orange County,43976,-45.5,14
Orange County,43977,-34.166666666666664,30
Orange County,43978,-34.666666666666664,27
Orange County,43979,-35.833333333333336,40
Orange County,43980,-33.333333333333336,30
Orange County,43981,-34.5,25
Orange County,43982,-35.5,31
Orange County,43983,-32.833333333333336,14
Orange County,43984,-31.833333333333332,66
Orange County,43985,-31.333333333333332,37
Orange County,43986,-34.333333333333336,41
Orange County,43987,-32.666666666666664,43
Orange County,43988,-35.666666666666664,53
Orange County,43989,-35.666666666666664,51
Orange County,43990,-32.0,70
Orange County,43991,-30.833333333333332,74
Orange County,43992,-30.5,111
Orange County,43993,-29.333333333333332,119
Orange County,43994,-29.0,122
Orange County,43995,-28.833333333333332,163
Orange County,43996,-31.166666666666668,168
Orange County,43997,-28.666666666666668,167
Orange County,43998,-27.333333333333332,133
Orange County,43999,-27.5,199
Orange County,44000,-28.166666666666668,327
Orange County,44001,-29.166666666666668,330
Orange County,44002,-27.666666666666668,388
